Fecha,EPA,PIB,AFI,PMI,VGE,RBT,CCI,IASS,IPI,IMPB
1986-06-01,,,,,,,,,,
1986-07-01,,,,,,,0.0,,,
1986-08-01,,,,,,,1.2000000000000002,,,
1986-09-01,,,,,,,-0.7999999999999998,,,
1986-10-01,,,,,,,-0.10000000000000053,,,
1986-11-01,,,,,,,0.7000000000000002,,,
1986-12-01,,,,,,,-0.7000000000000002,,,
1987-01-01,,,,,,,-0.9999999999999991,,,
1987-02-01,,,,,,,-0.3000000000000007,,,
1987-03-01,,,,,,,-1.0,,,
1987-04-01,,,,,,,-0.3000000000000007,,,
1987-05-01,,,,,,,-0.5,,,
1987-06-01,,,,,,,2.0,,,
1987-07-01,,,,,,,1.3000000000000007,,,
1987-08-01,,,,,,,1.7999999999999998,,,
1987-09-01,,,,,,,0.7000000000000002,,,
1987-10-01,,,,,,,-0.5999999999999996,,,
1987-11-01,,,,,,,-1.7000000000000002,,,
1987-12-01,,,,,,,-0.5,,,
1988-01-01,,,,,,,0.7999999999999998,,,
1988-02-01,,,,,,,0.7999999999999998,,,
1988-03-01,,,,,,,0.7000000000000002,,,
1988-04-01,,,,,,,1.2000000000000002,,,
1988-05-01,,,,,,,-0.6000000000000005,,,
1988-06-01,,,,,,,-0.7999999999999998,,,
1988-07-01,,,,,,,0.6000000000000005,,,
1988-08-01,,,,,,,2.1999999999999997,,,
1988-09-01,,,,,,,-1.2000000000000002,,,
1988-10-01,,,,,,,0.6000000000000001,,,
1988-11-01,,,,,,,-1.5999999999999996,,,
1988-12-01,,,,,,,0.2999999999999998,,,
1989-01-01,,,,,,,1.0,,,
1989-02-01,,,,,,,-1.9000000000000004,,,
1989-03-01,,,,,,,-0.7999999999999998,,,
1989-04-01,,,,,,,0.5999999999999996,,,
1989-05-01,,,,,,,0.3000000000000007,,,
1989-06-01,,,,,,,1.8999999999999995,,,
1989-07-01,,,,,,,-1.7000000000000002,,,
1989-08-01,,,,,,,2.3000000000000003,,,
1989-09-01,,,,,,,-1.4999999999999996,,,
1989-10-01,,,,,,,2.0999999999999996,,,
1989-11-01,,,,,,,-1.0,,,
1989-12-01,,,,,,,2.2,,,
1990-01-01,,,,,,,-3.6000000000000005,,,
1990-02-01,,,,,,,0.5000000000000004,,,
1990-03-01,,,,,,,-2.1,,,
1990-04-01,,,,,,,-0.40000000000000036,,,
1990-05-01,,,,,,,-0.5,,,
1990-06-01,,,,,,,0.9000000000000004,,,
1990-07-01,,,,,,,2.0,,,
1990-08-01,,,,,,,-0.09999999999999964,,,
1990-09-01,,,,,,,-10.6,,,
1990-10-01,,,,,,,3.299999999999999,,,
1990-11-01,,,,,,,1.5999999999999996,,,
1990-12-01,,,,,,,2.6000000000000005,,,
1991-01-01,,,,,,,-6.3999999999999995,,,15.451764018119414
1991-02-01,,,,,,,4.1,,,15.404312556519839
1991-03-01,,,,,,,5.0,,,15.425394531772682
1991-04-01,,,,,,,-3.4000000000000004,,,15.490285024547063
1991-05-01,,,,,,,2.8000000000000007,,,15.4193198282435
1991-06-01,,,,,,,-1.5,,,15.409450116964518
1991-07-01,,,,,,,0.09999999999999964,,,15.42138444013545
1991-08-01,,,,,,,-1.5999999999999996,,,15.456609190298465
1991-09-01,,,,,,,1.8999999999999995,,,15.440717459171692
1991-10-01,,,,,,,-1.5999999999999996,,,15.467268495452105
1991-11-01,,,,,,,-0.8999999999999995,,,15.477458663709964
1991-12-01,,,,,,,-3.1000000000000014,,,15.427924465294302
1992-01-01,,,,,,,0.0,,,15.424801512953382
1992-02-01,,,,,,,1.200000000000001,,0.026142456666779168,15.52082840728173
1992-03-01,,,,,,,-2.5999999999999996,,-0.03079005742299845,15.473150474258938
1992-04-01,,,,,,,-1.1000000000000014,,0.0012763243596047857,15.41250316310166
1992-05-01,,,,,,,-1.1999999999999993,,-0.013896715827155681,15.481329983117782
1992-06-01,,,,,,,0.5999999999999996,,-0.007277711776300322,15.495613629160754
1992-07-01,,,,,,,-2.9999999999999982,,-0.007729165279759975,15.493314193692427
1992-08-01,,,,,,,-7.100000000000001,,-0.002769562466267139,15.466378566110405
1992-09-01,,,,,,,1.1000000000000014,,-0.012935919846773558,15.522683400998572
1992-10-01,,,,,,,-1.8000000000000007,,-0.0037786523972354047,15.545384482449787
1992-11-01,,,,,,,1.1999999999999993,,-0.006970357522871673,15.468999337569397
1992-12-01,,,,,,,-0.6000000000000014,,-0.03347221449216331,15.5583447047153
1993-01-01,,,,,,,1.6000000000000014,,0.016319861742158714,15.530579187058638
1993-02-01,,,,,,,-0.8000000000000007,,-0.017680507286723213,15.496338901281668
1993-03-01,,,,,,,0.1999999999999993,,-0.0067504992008613485,15.531550163214131
1993-04-01,,,,,,,3.3000000000000007,,0.019856608335747872,15.53396569253291
1993-05-01,,,,,,,2.6000000000000014,,0.011854651626116208,15.639842556092631
1993-06-01,,,,,,,-6.400000000000002,,-0.021648137792070976,15.596267392247029
1993-07-01,,,,,,,3.3000000000000007,,0.015805731389889388,15.645493403315395
1993-08-01,,,,,,,-7.199999999999999,,-0.014495137617363874,15.633121311299783
1993-09-01,,,,,,,3.6999999999999993,,0.02360200719633898,15.617767727245793
1993-10-01,,,,,,,-1.1999999999999993,,0.007734110574193487,15.579960771843602
1993-11-01,,,,,,,-1.6999999999999993,,-0.0036158406408395294,15.724774313252855
1993-12-01,,,,,,,2.3000000000000007,,0.0188634113572137,15.642885507145525
1994-01-01,,,,,,,-2.1000000000000014,,-0.004303143572466084,15.711804044815443
1994-02-01,,,,,,,5.100000000000001,,0.011840622808599655,15.723098409850936
1994-03-01,,,,,,,0.29999999999999716,,0.023932620414326422,15.781487147624171
1994-04-01,,,,,,,0.6000000000000014,,-0.011527016644540922,15.775127527763974
1994-05-01,,,,,,,3.3999999999999986,,0.00797079135566392,15.694126997585263
1994-06-01,,,,,,,2.5000000000000018,,0.004566964477892732,15.844980881882428
1994-07-01,,,,,,,1.0,,0.016986698380109466,15.785393894136709
1994-08-01,,,,,,,1.4000000000000004,,-0.01139349636397835,15.816706915063222
1994-09-01,,,,,,,2.8999999999999986,,0.020179894403609566,15.816085226397899
1994-10-01,,,,,,,-2.8999999999999986,,-0.0013238306814615797,15.811400995392045
1994-11-01,,,,,,,2.0,,0.012896558779750045,15.760814201702116
1994-12-01,,,,,,,0.0,,0.03403366789557172,15.949104502727343
1995-01-01,,0.0021902734440140867,,,,,-3.0,,0.0054232982397479645,15.844328115764306
1995-02-01,,0.0021902734440140867,,,,,0.0,,-0.032265015943769626,15.905771969134205
1995-03-01,,0.0021902734440140867,,,,,-2.1000000000000014,,0.007650118773455006,15.910272625015581
1995-04-01,,0.001472726311209982,,,,,1.3000000000000007,,0.009641838442439266,15.818509359312708
1995-05-01,,0.001472726311209982,,,,,1.0999999999999996,,-0.0029720942433906217,15.857255813762043
1995-06-01,,0.001472726311209982,,,,,-1.799999999999999,,0.00828002517276527,15.872704269401925
1995-07-01,,0.0025147254023106433,,,,,-0.5,,-0.016509130349921186,15.816159668550075
1995-08-01,,0.0025147254023106433,,,,,2.0,,-0.006543777177224541,15.921584983011146
1995-09-01,,0.0025147254023106433,,,,,0.7999999999999989,,0.010009050551415655,15.928520573264956
1995-10-01,,0.0019094771664285304,,,,,-2.0,,-0.013418305230376681,15.870466867799403
1995-11-01,,0.0019094771664285304,,,,,2.0,,0.006254836147120635,15.960374556154743
1995-12-01,,0.0019094771664285304,,,,,0.0,,0.00764187122924298,15.866162201873934
1996-01-01,,0.0022975667619977713,,,,,3.4000000000000004,,-0.02133032864254858,15.971483930636923
1996-02-01,,0.0022975667619977713,,,0.003813498783135749,0.002514568663613659,-1.0,,0.016866325304112806,15.951013038762689
1996-03-01,,0.0022975667619977713,,,0.0010667824081931343,6.286184853543375e-05,1.4000000000000004,,-0.013522979151624703,15.907376177507242
1996-04-01,,0.0027235220602227863,,,0.0016856664456437187,-0.00023418044417411465,-1.200000000000001,,-0.010771108102283655,15.979914536950954
1996-05-01,,0.0027235220602227863,,,0.0033574418676547424,-0.0003049882901846601,0.6000000000000014,,0.005532644873698089,16.031618365968853
1996-06-01,,0.0027235220602227863,,,0.009690293556773533,0.0004888795716633254,0.1999999999999993,,0.023265302235191854,15.953293454752183
1996-07-01,,0.0016538559222555687,,,-0.0031611213004767436,0.00038810391301513647,-3.1999999999999993,,-0.01874740615455206,16.024150073812095
1996-08-01,,0.0016538559222555687,,,0.010830840362780592,0.002204774974394752,1.1999999999999993,,0.003344722009740231,16.001329731574753
1996-09-01,,0.0016538559222555687,,,0.00975307859918395,0.002260921176423736,-1.0,,0.014046670616192358,15.98415506605017
1996-10-01,,0.003307796994032053,,,-0.0027191831472004324,-0.0012049796846218541,2.1999999999999993,,0.011862394119465769,16.04580184476732
1996-11-01,,0.003307796994032053,,,-0.0034885913240243482,-0.0016878461093465802,-0.09999999999999964,,-0.00819741640891447,16.035540429281745
1996-12-01,,0.003307796994032053,,,0.01622613880684476,0.0055090439245706335,2.700000000000001,,0.0013212731841072411,16.052094597796277
1997-01-01,,0.0029929177790692187,,,-0.005917873673254803,-0.004065500551376999,3.3999999999999995,,0.008098010863324845,16.065646126242836
1997-02-01,,0.0029929177790692187,,,-0.007716481046654344,-6.735035106952836e-05,-2.5,,-0.010841851374307154,15.992130093226907
1997-03-01,,0.0029929177790692187,,,0.01815744372325767,0.002396758328613302,0.2999999999999998,,0.054985288909874086,16.075601554023265
1997-04-01,,0.0036796201846328223,,,0.011592190045904616,0.0002968481003211565,1.0,,-0.0014049382582408398,16.14857811756292
1997-05-01,,0.0036796201846328223,,,0.0006335607551415379,0.0016685205314672658,-0.2999999999999998,,-0.021536153895911347,16.083702907514724
1997-06-01,,0.0036796201846328223,,,0.0024364872781941216,0.0015131507505659059,3.8,,0.02018593156507542,16.09051755341086
1997-07-01,,0.004649258760090073,,,0.004666591767221284,0.005882758052445425,-1.0,,0.006920638330586648,16.1458953388824
1997-08-01,,0.004649258760090073,,,0.007908725620848323,-0.004029893010932817,2.2,,0.012569398835132972,16.122846431855628
